ID,images,time origin,amplitude,redshift,noise level
0.0015327392,1.0,55000.0,0.032,1.5451,0.031
0.00838109184,1.0,55000.0,0.0512,1.2401,0.132
0.019556012957999996,3.0,55000.0,0.0643,2.1209,0.0478
0.02402694252,3.0,55000.0,0.0606,1.1106,0.119
0.01056529656,3.0,55000.0,0.082,1.7043,0.0252
0.041931372983999994,3.0,55000.0,0.0578,2.0633,0.1172
0.0506337384,4.0,55000.0,0.0589,1.0965,0.196
0.020952665999999998,2.0,55000.0,0.0929,2.2375,0.0504
0.03012752,2.0,55000.0,0.0755,1.856,0.1075
0.060478729999999994,4.0,55000.0,0.0716,1.4375,0.1469
0.026459720429999993,1.0,55000.0,0.0773,2.3937,0.143
0.008738849394,3.0,55000.0,0.0131,1.9626,0.1133
0.041265047603999995,4.0,55000.0,0.0957,2.1431,0.0503
0.00212458608,1.0,55000.0,0.0134,1.098,0.1444
0.0008221195000000001,1.0,55000.0,0.0151,2.1778,0.025
0.059935973328,3.0,55000.0,0.0836,1.3284,0.1799
0.03257908416,4.0,55000.0,0.0344,2.451,0.0966
0.03908009484,4.0,55000.0,0.0477,1.481,0.1383
0.00305388204,1.0,55000.0,0.0506,2.3668,0.0255
0.008060897988,2.0,55000.0,0.0451,1.6458,0.0543
0.025729935840000003,4.0,55000.0,0.0597,1.414,0.0762
0.068165960388,4.0,55000.0,0.0489,2.1211,0.1643
0.05233425428,4.0,55000.0,0.0506,1.9663,0.1315
0.046624349736,2.0,55000.0,0.0684,2.4751,0.1377
0.008816045784000002,3.0,55000.0,0.0091,2.3266,0.1388
0.015284853259,1.0,55000.0,0.0877,2.2373,0.0779
0.01439002785,3.0,55000.0,0.0769,1.1341,0.055
0.030812701392000003,4.0,55000.0,0.0356,1.2573,0.1721
0.008421326697000001,1.0,55000.0,0.0519,1.5617,0.1039
0.0037272927039999995,2.0,55000.0,0.0272,2.2031,0.0311
0.020217916399999997,4.0,55000.0,0.0187,1.5185,0.178
6.0856191e-05,3.0,55000.0,0.0011,2.2767,0.0081
0.01577588562,3.0,55000.0,0.027,1.2738,0.1529
0.055492466687999994,3.0,55000.0,0.0428,2.3904,0.1808
0.0502650441,3.0,55000.0,0.051,2.4426,0.1345
0.024426851399999998,3.0,55000.0,0.0745,2.1685,0.0504
0.041470724672000005,2.0,55000.0,0.0806,1.7128,0.1502
0.003128291712,1.0,55000.0,0.0312,1.9894,0.0504
0.020437612272,1.0,55000.0,0.0784,1.3389,0.1947
0.051314405536,2.0,55000.0,0.0824,1.8917,0.1646
0.072300090096,4.0,55000.0,0.0447,2.1463,0.1884
0.00163104192,3.0,55000.0,0.006,1.3792,0.0657
0.007976890296000001,4.0,55000.0,0.0166,1.9989,0.0601
0.009376358342,2.0,55000.0,0.0299,2.1103,0.0743
0.006584829888,4.0,55000.0,0.0336,1.8629,0.0263
0.001214092152,1.0,55000.0,0.0162,1.3726,0.0546
0.008087643648,4.0,55000.0,0.0688,1.9992,0.0147
0.039624554112,4.0,55000.0,0.0466,2.1736,0.0978
0.0073243955400000005,3.0,55000.0,0.0215,1.2397,0.0916
0.0009697644,2.0,55000.0,0.0099,1.0884,0.045
0.032598258984,3.0,55000.0,0.0678,1.2014,0.1334
0.005619847896,1.0,55000.0,0.0806,2.2786,0.0306
0.00222824448,1.0,55000.0,0.0768,1.0362,0.028
0.015571390982000001,1.0,55000.0,0.0463,2.2039,0.1526
0.0014439327760000001,4.0,55000.0,0.0197,1.2814,0.0143
0.0037259704890000005,1.0,55000.0,0.0277,1.0701,0.1257
0.003587259375,3.0,55000.0,0.0075,1.3015,0.1225
0.014244905294000002,2.0,55000.0,0.0263,1.6483,0.1643
0.041362244352,2.0,55000.0,0.0792,1.9314,0.1352
0.0010995246799999998,1.0,55000.0,0.004,2.0197,0.1361
0.00102497568,1.0,55000.0,0.0183,2.4352,0.023
0.00089866998,3.0,55000.0,0.002,2.2591,0.0663
0.028164114846000003,3.0,55000.0,0.0487,1.3566,0.1421
0.017578770944,2.0,55000.0,0.0502,1.9541,0.0896
0.005127984576000001,4.0,55000.0,0.0312,1.4367,0.0286
0.010838256,2.0,55000.0,0.0975,1.2632,0.044
0.004235416416000001,1.0,55000.0,0.0303,1.6368,0.0854
0.004042309864,4.0,55000.0,0.0313,2.1382,0.0151
0.018341520687000002,3.0,55000.0,0.0427,1.1283,0.1269
0.006954248951999999,4.0,55000.0,0.0294,2.2657,0.0261
0.00786439368,2.0,55000.0,0.0276,2.0295,0.0702
0.01080075843,1.0,55000.0,0.0399,2.217,0.1221
6.466317000000001e-05,3.0,55000.0,0.0143,1.5073,0.001
0.0014213857440000001,4.0,55000.0,0.0466,1.3378,0.0057
0.02243510136,1.0,55000.0,0.0756,2.1885,0.1356
0.016870049657999996,1.0,55000.0,0.0847,2.2354,0.0891
0.015790102704,2.0,55000.0,0.0927,2.2651,0.0376
0.02195031,2.0,55000.0,0.075,1.399,0.1046
0.06809708458800001,3.0,55000.0,0.0789,2.1762,0.1322
0.05880162151799999,3.0,55000.0,0.0519,2.0239,0.1866
0.009299055744000001,2.0,55000.0,0.0176,1.7874,0.1478
0.00488645157,1.0,55000.0,0.0638,1.4105,0.0543
0.0176643423,2.0,55000.0,0.081,1.8023,0.0605
0.000105655524,1.0,55000.0,0.0039,1.6519,0.0164
0.022058273819999998,4.0,55000.0,0.0951,1.7005,0.0341
0.007538376232,1.0,55000.0,0.0493,1.4132,0.1082
0.00033687486000000006,3.0,55000.0,0.0041,1.3042,0.021
0.0060259636799999995,1.0,55000.0,0.0692,2.4189,0.036
0.0022939915679999995,1.0,55000.0,0.0124,1.2741,0.1452
0.043509766680000006,3.0,55000.0,0.0646,1.3484,0.1665
0.00484414728,4.0,55000.0,0.0238,2.147,0.0237
0.04367247192,3.0,55000.0,0.0693,1.308,0.1606
0.042099307692,2.0,55000.0,0.0699,1.7287,0.1742
0.017352755712,2.0,55000.0,0.0576,1.6626,0.0906
0.008398433824,2.0,55000.0,0.0388,2.2361,0.0484
0.03848495904,2.0,55000.0,0.0528,1.8805,0.1938
0.065942416956,2.0,55000.0,0.0923,2.0001,0.1786
0.149475230256,4.0,55000.0,0.0941,2.0868,0.1903
0.03167898924,4.0,55000.0,0.0535,2.3349,0.0634
0.00518924112,2.0,55000.0,0.0534,1.036,0.0469
0.010753925631999998,2.0,55000.0,0.0983,1.4864,0.0368
0.0014633894100000001,1.0,55000.0,0.0434,1.3223,0.0255
0.002465535456,3.0,55000.0,0.0029,1.5537,0.1824
0.008072930216,2.0,55000.0,0.0221,1.6574,0.1102
0.043103858502,3.0,55000.0,0.0421,1.9358,0.1763
0.018120709999999998,2.0,55000.0,0.05,1.1117,0.163
0.09090683035199999,4.0,55000.0,0.0993,1.5177,0.1508
0.006768647943,3.0,55000.0,0.0863,1.3271,0.0197
0.006659148940000002,4.0,55000.0,0.0367,2.2795,0.0199
0.012843263054,1.0,55000.0,0.0359,1.9853,0.1802
0.04676007995999999,2.0,55000.0,0.0894,1.6005,0.1634
0.022450526592000003,3.0,55000.0,0.0482,1.8661,0.0832
0.01321931594,2.0,55000.0,0.041,2.4463,0.0659
0.003336355776,2.0,55000.0,0.0078,2.3096,0.0926
0.00025908220800000003,2.0,55000.0,0.0044,1.0014,0.0294
0.016037816796,3.0,55000.0,0.0263,1.0772,0.1887
0.008690025972,4.0,55000.0,0.0213,1.8511,0.0551
0.031698614736,3.0,55000.0,0.0684,1.8412,0.0839
0.10273659570000002,3.0,55000.0,0.0796,2.4075,0.1787
0.06991488134400001,4.0,55000.0,0.0913,1.0542,0.1816
0.03783093042,3.0,55000.0,0.053,1.4678,0.1621
0.02457217536,4.0,55000.0,0.0278,1.1509,0.192
0.00365464112,4.0,55000.0,0.0079,1.196,0.0967
0.019130998536,2.0,55000.0,0.0947,1.4898,0.0678
0.00048722688,2.0,55000.0,0.0009,1.4098,0.192
0.00044566533,1.0,55000.0,0.057,1.8183,0.0043
0.0026404758,3.0,55000.0,0.0097,1.0082,0.09
0.029221308899999996,3.0,55000.0,0.0865,1.701,0.0662
0.00362632095,1.0,55000.0,0.0441,1.1342,0.0725
0.029652505485000008,3.0,55000.0,0.0719,1.4305,0.0961
0.016702653919999998,4.0,55000.0,0.0254,1.0372,0.1585
0.013215934811999999,1.0,55000.0,0.0823,1.4493,0.1108
0.000153550128,1.0,55000.0,0.0047,1.4082,0.0232
0.030282240131999996,2.0,55000.0,0.0479,1.7022,0.1857
0.032028328032,4.0,55000.0,0.0527,1.7896,0.0849
0.021561044748,1.0,55000.0,0.0993,1.4173,0.1532
0.0016105100699999998,3.0,55000.0,0.0026,1.8995,0.1087
0.035546121576,3.0,55000.0,0.0456,2.2813,0.1139
0.015818969880000002,4.0,55000.0,0.009,2.4157,0.1819
0.009828261900000001,3.0,55000.0,0.0262,1.8775,0.0666
0.0240805628,1.0,55000.0,0.082,1.7852,0.1645
0.023994503719999997,2.0,55000.0,0.0841,2.3386,0.061
0.047128367646,3.0,55000.0,0.0639,1.3742,0.1789
0.010679550592,1.0,55000.0,0.0992,2.3252,0.0463
0.12810515984,4.0,55000.0,0.0947,1.796,0.1883
0.001487461632,1.0,55000.0,0.0096,1.5908,0.0974
0.019061452799999996,4.0,55000.0,0.037,1.032,0.1248
0.00507666912,2.0,55000.0,0.0248,1.074,0.0953
0.088811075632,4.0,55000.0,0.0709,2.0441,0.1532
0.00237636828,2.0,55000.0,0.0081,2.0516,0.0715
0.004202538312,1.0,55000.0,0.0372,1.3562,0.0833
0.008320892528,2.0,55000.0,0.0713,1.1812,0.0494
0.059718936690000016,3.0,55000.0,0.049,2.3633,0.1719
0.002983543095000001,1.0,55000.0,0.0391,2.1255,0.0359
0.010442570711999999,2.0,55000.0,0.0331,1.6212,0.0973
0.03643779318299999,3.0,55000.0,0.0697,1.8209,0.0957
0.03496720795199999,2.0,55000.0,0.0642,1.5231,0.1788
0.00151427608,2.0,55000.0,0.0773,2.084,0.0047
0.003516861208,2.0,55000.0,0.0101,1.2278,0.1418
0.006493155899999999,3.0,55000.0,0.0107,2.1868,0.0925
0.01575183069,1.0,55000.0,0.0771,1.1595,0.1762
0.01542448782,3.0,55000.0,0.0492,1.6457,0.0635
0.10545111133200001,3.0,55000.0,0.0999,1.8548,0.1897
0.011852170262999999,3.0,55000.0,0.0797,1.0137,0.0489
0.00019880628600000002,1.0,55000.0,0.0318,1.4539,0.0043
0.0046990389600000005,2.0,55000.0,0.0231,1.1896,0.0855
0.015271277112000001,3.0,55000.0,0.0321,1.0686,0.1484
0.001857703344,1.0,55000.0,0.0166,1.8376,0.0609
0.0067975069680000005,1.0,55000.0,0.0609,1.8328,0.0609
0.011133995072,4.0,55000.0,0.0284,1.8812,0.0521
0.0162604728,4.0,55000.0,0.0275,1.5793,0.0936
0.000451266768,3.0,55000.0,0.0731,1.2861,0.0016
0.003559034562,2.0,55000.0,0.0149,1.6657,0.0717
0.0092261415,2.0,55000.0,0.0438,1.9325,0.0545
0.028147113232,4.0,55000.0,0.0412,1.5541,0.1099
0.05187205199999999,4.0,55000.0,0.041,2.2196,0.1425
0.07994032236,4.0,55000.0,0.0783,1.3834,0.1845
0.004280469647999999,4.0,55000.0,0.0138,1.2467,0.0622
0.005907946722,3.0,55000.0,0.0101,2.0353,0.0958
0.001708061256,1.0,55000.0,0.0232,2.4789,0.0297
0.007965691224,2.0,55000.0,0.0799,1.2099,0.0412
0.07720953239999999,4.0,55000.0,0.055,2.0298,0.1729
0.003595264596,2.0,55000.0,0.0621,1.8797,0.0154
0.0073669939199999986,2.0,55000.0,0.086,1.4976,0.0286
0.002453576814,1.0,55000.0,0.0169,1.2314,0.1179
0.0022067689200000002,4.0,55000.0,0.0311,1.2234,0.0145
0.055552691264000004,4.0,55000.0,0.0554,2.3561,0.1064
0.002278368688,4.0,55000.0,0.0082,2.0018,0.0347
0.067501397952,4.0,55000.0,0.0834,1.4922,0.1356
0.024740878464,3.0,55000.0,0.0828,2.4412,0.0408
0.00901096476,2.0,55000.0,0.0602,1.6485,0.0454
0.010748235600000001,4.0,55000.0,0.0071,2.358,0.1605
0.0022447532639999998,1.0,55000.0,0.0683,1.0992,0.0299
0.013378582399999998,2.0,55000.0,0.08,2.1062,0.0397
0.0006174015899999999,2.0,55000.0,0.0237,2.0039,0.0065
0.006484197398000001,1.0,55000.0,0.0427,1.4353,0.1058
0.01567809891,1.0,55000.0,0.0879,1.6795,0.1062
0.036043275968000006,4.0,55000.0,0.0758,1.2487,0.0952
0.012118758912,2.0,55000.0,0.0303,1.2018,0.1664
0.04258964032,4.0,55000.0,0.0799,2.251,0.0592
0.004955272608000001,2.0,55000.0,0.0884,1.4988,0.0187
0.025642961808,4.0,55000.0,0.0421,1.2009,0.1268
0.019185426072,3.0,55000.0,0.0372,2.0613,0.0834
0.0911607492,4.0,55000.0,0.0939,1.489,0.163
0.13411883936,4.0,55000.0,0.0968,2.2405,0.1546
0.05527849477,2.0,55000.0,0.0881,1.7795,0.1763
0.04707612414,4.0,55000.0,0.0993,1.2953,0.0915
0.077771592984,3.0,55000.0,0.0953,1.9076,0.1426
0.001186492125,3.0,55000.0,0.0325,2.4835,0.0049
0.006824948625,1.0,55000.0,0.0263,1.7475,0.1485
0.029625939,1.0,55000.0,0.0735,2.2393,0.18
0.032809429519999996,4.0,55000.0,0.0365,1.5143,0.1484
0.034747236792,4.0,55000.0,0.0729,2.4929,0.0478
0.010573554023999999,2.0,55000.0,0.0711,1.5363,0.0484
0.008827407600000002,4.0,55000.0,0.0244,1.5675,0.0577
0.004012532238,3.0,55000.0,0.0143,1.6438,0.0569
0.01753929216,4.0,55000.0,0.0134,2.392,0.1368
0.050898046056,4.0,55000.0,0.0694,1.1297,0.1623
0.030496076478,1.0,55000.0,0.0951,1.9341,0.1658
0.033730286394000004,3.0,55000.0,0.0757,1.3727,0.1082
0.04989969138000001,3.0,55000.0,0.0937,2.3054,0.077
0.0031075848000000003,4.0,55000.0,0.004,1.8237,0.1065
0.007193868821999999,3.0,55000.0,0.0419,1.1998,0.0477
0.022772792591999998,1.0,55000.0,0.0914,1.6137,0.1544
0.0,1.0,55000.0,0.0377,1.1564,0.0
0.09014264064000001,4.0,55000.0,0.0645,1.8664,0.1872
0.01222335873,3.0,55000.0,0.0737,1.007,0.0549
0.0041268877,1.0,55000.0,0.0575,2.4004,0.0299
0.00154971369,1.0,55000.0,0.0635,1.6602,0.0147
0.016421056197,3.0,55000.0,0.0689,1.6939,0.0469
0.0103426908,3.0,55000.0,0.0331,2.003,0.052
0.0040714212,3.0,55000.0,0.0385,1.268,0.0278
0.031917103722,3.0,55000.0,0.0887,1.1522,0.1041
0.0034899481760000003,1.0,55000.0,0.0236,1.4729,0.1004
0.036625257216000004,3.0,55000.0,0.0356,2.4636,0.1392
0.035792910912,4.0,55000.0,0.0376,1.9146,0.1243
0.037697991407999995,2.0,55000.0,0.0924,1.2639,0.1614
0.023704070418,3.0,55000.0,0.0206,1.9761,0.1941
0.016554937625999997,3.0,55000.0,0.0634,1.0399,0.0837
0.012209641248000001,4.0,55000.0,0.0812,1.0619,0.0354
0.034175758464,2.0,55000.0,0.0576,2.3601,0.1257
0.004585938370000001,1.0,55000.0,0.0845,1.7678,0.0307
0.0008790467399999999,1.0,55000.0,0.0033,1.8759,0.142
0.019209487248,4.0,55000.0,0.0261,1.3411,0.1372
0.015320748800000002,4.0,55000.0,0.0878,1.0906,0.04
0.013634899074,1.0,55000.0,0.0837,1.0537,0.1546
0.03336565806,3.0,55000.0,0.0526,1.1235,0.1882
0.006006189336000002,1.0,55000.0,0.0193,2.0872,0.1491
0.014912652919999998,2.0,55000.0,0.0305,1.7923,0.1364
0.002408163411,1.0,55000.0,0.0083,2.1381,0.1357
0.02345010064,2.0,55000.0,0.0353,2.0155,0.1648
0.031031946422000006,1.0,55000.0,0.0733,2.2591,0.1874
0.017634016224,3.0,55000.0,0.0201,1.7919,0.1632
0.00029839078500000006,3.0,55000.0,0.0073,1.7695,0.0077
0.0117743832,1.0,55000.0,0.045,1.5877,0.1648
0.02247041376,4.0,55000.0,0.0487,1.9485,0.0592
0.007249254420000001,3.0,55000.0,0.0566,1.6295,0.0262
0.002213383536,1.0,55000.0,0.0072,2.3998,0.1281
0.06544642779,3.0,55000.0,0.0695,1.8751,0.1674
0.020535237984,1.0,55000.0,0.0761,1.5762,0.1712
0.01202578368,2.0,55000.0,0.0386,1.909,0.0816
0.043000673112,2.0,55000.0,0.0708,2.1863,0.1389
0.012964388354999998,3.0,55000.0,0.0181,1.7965,0.1329
0.021643130015999996,4.0,55000.0,0.0423,2.1108,0.0606
0.009534864923999999,3.0,55000.0,0.0146,1.5483,0.1406
0.06868559004,4.0,55000.0,0.0678,2.1445,0.1181
0.0005728577399999999,3.0,55000.0,0.0615,2.3884,0.0013
0.028699831020000004,1.0,55000.0,0.0842,2.1171,0.161
0.011518881144,1.0,55000.0,0.0582,1.2802,0.1546
0.00028947040199999997,3.0,55000.0,0.0531,1.3978,0.0013
0.012446743964,4.0,55000.0,0.0359,1.1213,0.0773
0.017004589728,2.0,55000.0,0.0816,1.9999,0.0521
0.0025488994599999998,2.0,55000.0,0.0398,1.9645,0.0163
0.028666412999999998,2.0,55000.0,0.0465,2.1258,0.145
0.01603160658,2.0,55000.0,0.0258,2.4915,0.1247
0.012672047576,1.0,55000.0,0.0829,2.3021,0.0664
0.034601332896,2.0,55000.0,0.0843,1.0386,0.1976
0.005368044444,1.0,55000.0,0.0652,1.2647,0.0651
0.009955457550000001,3.0,55000.0,0.095,2.2831,0.0153
0.0033681076559999995,1.0,55000.0,0.0076,2.3118,0.1917
0.06043871667899999,3.0,55000.0,0.0739,1.6633,0.1639
0.0036173774700000005,3.0,55000.0,0.0791,2.1777,0.007
0.0015854906600000001,1.0,55000.0,0.062,1.1167,0.0229
0.009510369840000001,3.0,55000.0,0.0984,1.8951,0.017
0.04782774546,4.0,55000.0,0.0297,2.1023,0.1915
0.010002816,2.0,55000.0,0.019,1.828,0.144
0.001383685407,1.0,55000.0,0.0067,2.3283,0.0887
0.00332959263,2.0,55000.0,0.0595,1.0101,0.0277
0.016365074700000003,3.0,55000.0,0.0218,1.8265,0.137
0.002602233,2.0,55000.0,0.0465,1.2436,0.0225
0.014007087648,1.0,55000.0,0.0859,1.8873,0.0864
0.025108034336,2.0,55000.0,0.0847,1.5701,0.0944
0.08094928063199999,4.0,55000.0,0.0859,1.5994,0.1473
0.00100408961,2.0,55000.0,0.0115,1.2581,0.0347
0.0011551377599999999,1.0,55000.0,0.0072,2.499,0.0642
0.05293692144000001,3.0,55000.0,0.057,2.1528,0.1438
0.023767954452,3.0,55000.0,0.0327,1.2374,0.1958
0.033311678399999996,4.0,55000.0,0.044,1.6177,0.117
0.024528932459999996,3.0,55000.0,0.0818,1.251,0.0799
0.010014099264000001,4.0,55000.0,0.0944,1.0737,0.0247
0.000375970672,4.0,55000.0,0.0154,1.4194,0.0043
0.011822185955,1.0,55000.0,0.0461,1.9895,0.1289
0.0014017696,1.0,55000.0,0.088,1.1378,0.014
0.0043577795579999995,1.0,55000.0,0.0187,1.4583,0.1598
0.009599207226,3.0,55000.0,0.0734,2.0089,0.0217
0.003145821,4.0,55000.0,0.007,1.2695,0.0885
0.033395750388,1.0,55000.0,0.0924,2.1099,0.1713
0.038413887552,2.0,55000.0,0.0828,1.2196,0.1902
0.0021933274560000005,2.0,55000.0,0.0332,1.1631,0.0284
0.0183219824,2.0,55000.0,0.0862,1.63,0.0652
0.087331066404,3.0,55000.0,0.0703,2.4019,0.1724
0.025371101280000002,2.0,55000.0,0.0368,1.7279,0.1995
0.020871899056,2.0,55000.0,0.0578,1.9711,0.0916
0.03191511876000001,3.0,55000.0,0.0712,1.0255,0.1457
0.14338676952,4.0,55000.0,0.083,2.4567,0.1758
0.007221057309000001,1.0,55000.0,0.0459,1.4473,0.1087
0.0046585952400000005,2.0,55000.0,0.0206,1.027,0.1101
0.015993897,4.0,55000.0,0.0354,2.0725,0.0545
0.039246710580000004,3.0,55000.0,0.0924,2.0669,0.0685
0.010860368160000003,1.0,55000.0,0.0345,2.0192,0.1559
0.005281587199999999,2.0,55000.0,0.064,1.517,0.0272
0.04775140055,2.0,55000.0,0.0805,1.7921,0.1655
0.013089238800000002,3.0,55000.0,0.011,2.246,0.1766
0.00078421716,2.0,55000.0,0.001,2.2626,0.1733
0.011326672854,3.0,55000.0,0.0118,1.7513,0.1827
0.06016284045,2.0,55000.0,0.0919,1.7075,0.1917
0.002802553512,3.0,55000.0,0.0803,1.8764,0.0062
0.015059583720000002,1.0,55000.0,0.0543,1.476,0.1879
0.033827597759999994,4.0,55000.0,0.0215,2.0856,0.1886
0.081965310498,3.0,55000.0,0.0733,2.4474,0.1523
0.012681162648000002,1.0,55000.0,0.0683,1.3002,0.1428
0.00161264592,1.0,55000.0,0.0928,1.5111,0.0115
0.105537491631,3.0,55000.0,0.0901,2.1003,0.1859
0.0009487531199999999,1.0,55000.0,0.004,1.3774,0.1722
0.0106461378,2.0,55000.0,0.0155,2.349,0.1462
0.08294139304799998,4.0,55000.0,0.0739,1.4838,0.1891
0.006459199361999999,3.0,55000.0,0.0378,2.2693,0.0251
0.079040360832,3.0,55000.0,0.0824,2.4077,0.1328
0.006900467759999999,2.0,55000.0,0.0162,1.6196,0.1315
0.006070775356,2.0,55000.0,0.0838,1.4431,0.0251
0.0337754499,3.0,55000.0,0.0305,1.8596,0.1985
0.005216567664,2.0,55000.0,0.0721,1.3703,0.0264
0.001830108735,1.0,55000.0,0.0897,1.9431,0.0105
0.001891995105,1.0,55000.0,0.0077,2.1385,0.1149
0.011136184896,4.0,55000.0,0.0368,1.7553,0.0431
0.014518644036000002,3.0,55000.0,0.0149,2.0149,0.1612
0.049535824172000004,2.0,55000.0,0.0899,1.7786,0.1549
0.008453430000000003,3.0,55000.0,0.0125,1.7208,0.131
0.04598009984,4.0,55000.0,0.071,2.1136,0.0766
0.02413509274800001,3.0,55000.0,0.0666,1.6042,0.0753
0.0016496250900000001,3.0,55000.0,0.0023,2.099,0.1139
0.0147885696,2.0,55000.0,0.0432,1.2226,0.14
0.0012664527400000002,2.0,55000.0,0.0674,1.1053,0.0085
0.016159596024,4.0,55000.0,0.0282,1.1869,0.1207
0.05319981611999999,4.0,55000.0,0.0662,1.1205,0.1793
0.011793702599999999,2.0,55000.0,0.0145,2.1348,0.1905
0.012195176576000001,4.0,55000.0,0.0577,1.4128,0.0374
0.008561453355000002,1.0,55000.0,0.0699,1.4955,0.0819
0.0480605136,4.0,55000.0,0.0584,1.685,0.1221
0.009832109739999999,2.0,55000.0,0.019,1.4479,0.1787
0.026598259904,2.0,55000.0,0.0304,2.4331,0.1798
0.028029295632,2.0,55000.0,0.0678,2.3732,0.0871
0.00374943393,3.0,55000.0,0.0915,1.4531,0.0094
0.008085489984,2.0,55000.0,0.0288,1.0907,0.1287
0.0012310991999999999,3.0,55000.0,0.034,1.128,0.0107
0.009704871288000001,1.0,55000.0,0.0639,1.3732,0.1106
0.011623695600000001,1.0,55000.0,0.033,2.3545,0.1496
0.007558064639999998,1.0,55000.0,0.0768,1.7145,0.0574
0.00039955164600000007,1.0,55000.0,0.0221,1.5859,0.0114
0.010163696496,2.0,55000.0,0.0569,2.2668,0.0394
0.006022808064000001,3.0,55000.0,0.0371,1.0569,0.0512
0.018519000864,1.0,55000.0,0.0988,1.3126,0.1428
0.0008269310400000001,3.0,55000.0,0.0178,1.9357,0.008
0.013586858142000002,3.0,55000.0,0.0689,1.2914,0.0509
0.0051715502219999996,2.0,55000.0,0.0827,1.2557,0.0249
0.020216848079999995,3.0,55000.0,0.0802,1.6159,0.052
0.003200919876,2.0,55000.0,0.0077,2.0806,0.0999
0.005463026976000001,3.0,55000.0,0.0101,1.7204,0.1048
0.015049006492000003,1.0,55000.0,0.0884,2.3677,0.0719
0.005921276256,1.0,55000.0,0.0408,1.4931,0.0972
0.02004191119,2.0,55000.0,0.0413,1.7519,0.1385
0.031194575652,3.0,55000.0,0.0601,1.2854,0.1346
0.029553953247000005,3.0,55000.0,0.0821,2.4843,0.0483
0.025505620139999997,3.0,55000.0,0.0515,1.2103,0.1364
0.004406373068,2.0,55000.0,0.0277,1.1314,0.0703
0.049849976032000004,4.0,55000.0,0.0584,1.8349,0.1163
0.009305870592,2.0,55000.0,0.0296,1.5688,0.1002
0.013544601840000002,4.0,55000.0,0.0142,1.4245,0.1674
0.0008853100480000001,2.0,55000.0,0.0082,1.6408,0.0329
0.03029285735999999,3.0,55000.0,0.0895,1.3336,0.0846
0.071896154112,3.0,55000.0,0.0736,2.1199,0.1536
0.030646971432,4.0,55000.0,0.0583,1.1589,0.1134
0.08987775552000002,4.0,55000.0,0.0699,1.9134,0.168
0.0018847432799999999,3.0,55000.0,0.014,1.0534,0.0426
0.028784307644,4.0,55000.0,0.0181,2.3651,0.1681
0.032298295744,2.0,55000.0,0.0416,2.4679,0.1573
0.040523698852,4.0,55000.0,0.0521,2.4583,0.0791
0.011030417028,3.0,55000.0,0.0159,1.6262,0.1422
0.009161661080000001,2.0,55000.0,0.017,1.7251,0.1562
0.00994525014,1.0,55000.0,0.058,2.1091,0.0813
0.0137089683,1.0,55000.0,0.0425,1.6491,0.1956
0.033768721800000005,4.0,55000.0,0.0314,1.4025,0.1917
0.022936119136,2.0,55000.0,0.0392,1.5253,0.1918
